10.996	12	1	rh
26.123	12	1	lf
41.250	12	1	t
56.377	12	1	rf
71.505	12	1	lh
101.626	12	1	t
116.753	12	1	lf
131.880	12	1	rh
162.001	12	1	lh
177.128	12	1	rf
