11.009	12	1	rh
26.150	12	1	lf
41.277	12	1	t
56.404	12	1	rf
71.531	12	1	lh
101.652	12	1	t
116.779	12	1	lf
131.906	12	1	rh
162.027	12	1	lh
177.155	12	1	rf
