11.009	12	1	rh
26.136	12	1	lf
41.263	12	1	t
56.390	12	1	rf
71.517	12	1	lh
101.638	12	1	t
116.765	12	1	lf
131.892	12	1	rh
162.013	12	1	lh
177.140	12	1	rf
